Name,lines_added,lines_deleted,comments_added,comments_deleted,commits,bug_fixes,avg_time_between_changes,dev_expertise_avg,dev_expertise_min,developer_count,commits_global,avg_time_between_changes_global,developer_count_global
accumulo-handler/src/test/queries/positive/accumulo_single_sourced_multi_insert.q,0,0,0,0,0,0,0,0,0,0,1,0,1
accumulo-handler/src/test/results/positive/accumulo_custom_key.q.out,0,0,0,0,0,0,0,0,0,0,1,0,1
accumulo-handler/src/test/results/positive/accumulo_custom_key2.q.out,0,0,0,0,0,0,0,0,0,0,1,0,1
accumulo-handler/src/test/results/positive/accumulo_joins.q.out,4,10,0,0,1,0,0,35.0,35,1,2,883.0,2
accumulo-handler/src/test/results/positive/accumulo_predicate_pushdown.q.out,18,50,0,0,1,0,0,35.0,35,1,4,294.3333333333333,4
accumulo-handler/src/test/results/positive/accumulo_queries.q.out,70,5,0,0,2,0,280.0,0.0,0,1,7,195.0,5
accumulo-handler/src/test/results/positive/accumulo_single_sourced_multi_insert.q.out,92,13,0,0,3,0,143.5,17.5,0,2,5,292.5,4
accumulo-handler/src/test/templates/TestAccumuloCliDriver.vm,0,0,0,0,0,0,0,0,0,0,2,255.0,2
ant/pom.xml,6,6,0,0,6,0,119.2,181.66666666666666,68,3,15,97.0,7
ant/src/org/apache/hadoop/hive/ant/DistinctElementsClassPath.java,0,0,0,0,0,0,0,0,0,0,1,0,1
ant/src/org/apache/hadoop/hive/ant/GenVectorCode.java,1156,877,0,0,6,1,75.4,29.0,16,2,32,40.12903225806452,11
ant/src/org/apache/hadoop/hive/ant/GenVectorTestCode.java,0,0,0,0,0,0,0,0,0,0,2,18.0,1
ant/src/org/apache/hadoop/hive/ant/GetVersionPref.java,0,0,0,0,0,0,0,0,0,0,1,0,1
ant/src/org/apache/hadoop/hive/ant/antlib.xml,0,2,0,0,1,0,0,64.0,64,1,3,1498.0,3
beeline/pom.xml,48,8,0,0,10,1,66.22222222222223,83.14285714285714,0,7,30,46.827586206896555,17
beeline/src/java/org/apache/hive/beeline/AbstractCommandHandler.java,0,0,0,0,0,0,0,0,0,0,4,205.33333333333334,3
beeline/src/java/org/apache/hive/beeline/AbstractOutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/BeeLine.java,71,46,0,0,11,1,26.8,14.777777777777779,0,9,67,19.666666666666668,27
beeline/src/java/org/apache/hive/beeline/BeeLineCommandCompleter.java,13,12,0,0,1,0,0,0.0,0,1,1,0,1
beeline/src/java/org/apache/hive/beeline/BeeLineCompleter.java,0,0,0,0,0,0,0,0,0,0,0,0,0
beeline/src/java/org/apache/hive/beeline/BeeLineOpts.java,69,14,0,0,3,0,121.0,17.0,0,3,27,53.80769230769231,15
beeline/src/java/org/apache/hive/beeline/BeeLineSignalHandler.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/BooleanCompleter.java,0,0,0,0,0,0,0,0,0,0,0,0,0
beeline/src/java/org/apache/hive/beeline/BufferedRows.java,0,0,0,0,0,0,0,0,0,0,3,130.0,3
beeline/src/java/org/apache/hive/beeline/ClassNameCompleter.java,0,0,0,0,0,0,0,0,0,0,3,172.0,3
beeline/src/java/org/apache/hive/beeline/ClientCommandHookFactory.java,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/java/org/apache/hive/beeline/ClientHook.java,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/java/org/apache/hive/beeline/ColorBuffer.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/CommandHandler.java,0,0,0,0,0,0,0,0,0,0,4,205.33333333333334,3
beeline/src/java/org/apache/hive/beeline/Commands.java,234,145,0,0,10,1,45.0,14.666666666666666,0,9,43,34.19047619047619,19
beeline/src/java/org/apache/hive/beeline/DatabaseConnection.java,8,7,0,0,2,0,89.0,28.5,6,2,14,88.23076923076923,9
beeline/src/java/org/apache/hive/beeline/DatabaseConnections.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/DeprecatedSeparatedValuesOutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,121.0,2
beeline/src/java/org/apache/hive/beeline/DriverInfo.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/HiveSchemaHelper.java,0,0,0,0,0,0,0,0,0,0,9,95.0,5
beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java,88,47,0,0,3,2,189.0,31.333333333333332,0,3,16,81.26666666666667,8
beeline/src/java/org/apache/hive/beeline/IncrementalRows.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/OutputFile.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/OutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/ReflectiveCommandHandler.java,0,0,0,0,0,0,0,0,0,0,4,205.33333333333334,3
beeline/src/java/org/apache/hive/beeline/Reflector.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/Rows.java,0,0,0,0,0,0,0,0,0,0,3,130.0,3
beeline/src/java/org/apache/hive/beeline/SQLCompleter.java,0,0,0,0,0,0,0,0,0,0,2,340.0,2
beeline/src/java/org/apache/hive/beeline/SeparatedValuesOutputFormat.java,1,1,0,0,1,0,0,0.0,0,1,7,187.5,7
beeline/src/java/org/apache/hive/beeline/SunSignalHandler.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/TableNameCompletor.java,0,0,0,0,0,0,0,0,0,0,3,308.0,3
beeline/src/java/org/apache/hive/beeline/TableOutputFormat.java,0,0,0,0,0,0,0,0,0,0,4,164.0,3
beeline/src/java/org/apache/hive/beeline/VerticalOutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/XMLAttributeOutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/XMLElementOutputFormat.java,0,0,0,0,0,0,0,0,0,0,2,148.0,2
beeline/src/java/org/apache/hive/beeline/cli/CliOptionsProcessor.java,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/java/org/apache/hive/beeline/cli/HiveCli.java,0,0,0,0,0,0,0,0,0,0,2,118.0,2
beeline/src/java/org/apache/hive/beeline/logs/BeelineInPlaceUpdateStream.java,69,0,0,0,2,1,196.0,39.0,0,2,2,196.0,2
beeline/src/java/org/apache/hive/beeline/util/QFileClient.java,0,0,0,0,0,0,0,0,0,0,2,960.0,1
beeline/src/main/resources/BeeLine.properties,19,2,0,0,4,0,55.666666666666664,22.0,0,4,16,70.46666666666667,11
beeline/src/main/resources/beeline-log4j2.properties,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/main/resources/sql-keywords.properties,0,0,0,0,0,0,0,0,0,0,0,0,0
beeline/src/test/.gitignore,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/test/org/apache/hive/beeline/ProxyAuthTest.java,0,0,0,0,0,0,0,0,0,0,3,131.0,3
beeline/src/test/org/apache/hive/beeline/TestBeeLineExceptionHandling.java,64,0,0,0,1,0,0,1.0,1,1,1,0,1
beeline/src/test/org/apache/hive/beeline/TestBeeLineHistory.java,82,1,0,0,2,2,0.0,4.0,4,1,2,0.0,1
beeline/src/test/org/apache/hive/beeline/TestBeeLineOpts.java,37,0,0,0,1,0,0,0.0,0,1,1,0,1
beeline/src/test/org/apache/hive/beeline/TestBeelineArgParsing.java,14,0,0,0,1,0,0,0.0,0,1,10,112.88888888888889,7
beeline/src/test/org/apache/hive/beeline/TestClientCommandHookFactory.java,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/test/org/apache/hive/beeline/cli/TestHiveCli.java,9,10,0,0,2,0,88.0,217.5,36,2,16,21.533333333333335,6
beeline/src/test/resources/DummyDriver.txt,0,0,0,0,0,0,0,0,0,0,1,0,1
beeline/src/test/resources/hive-site.xml,9,15,0,0,2,0,190.0,220.5,42,2,5,106.25,4
bin/beeline,2,7,0,1,3,1,108.0,1.6666666666666667,0,3,9,156.125,8
bin/beeline.cmd,0,0,0,0,0,0,0,0,0,0,3,184.0,3
bin/derbyserver.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/beeline.sh,1,2,0,0,1,0,0,0.0,0,1,10,163.55555555555554,7
bin/ext/cleardanglingscratchdir.cmd,30,1,0,0,2,0,44.0,20.0,20,1,2,44.0,1
bin/ext/cleardanglingscratchdir.sh,25,0,14,0,1,0,0,20.0,20,1,1,0,1
bin/ext/cli.cmd,0,0,0,0,0,0,0,0,0,0,3,255.5,2
bin/ext/cli.sh,2,2,0,0,2,0,186.0,75.0,1,2,18,164.35294117647058,8
bin/ext/debug.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/debug.sh,0,0,0,0,0,0,0,0,0,0,2,17.0,2
bin/ext/hbaseimport.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/hbaseimport.sh,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/hbaseschematool.sh,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/help.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/help.sh,0,0,0,0,0,0,0,0,0,0,5,309.75,4
bin/ext/hiveburninclient.sh,0,0,0,0,0,0,0,0,0,0,2,0.0,1
bin/ext/hiveserver2.cmd,0,0,0,0,0,0,0,0,0,0,8,58.285714285714285,5
bin/ext/hiveserver2.sh,3,3,0,0,3,0,2.0,0.0,0,1,7,172.5,4
bin/ext/hplsql.sh,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/hwi.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/hwi.sh,0,0,0,0,0,0,0,0,0,0,5,197.5,4
bin/ext/jar.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/jar.sh,0,0,0,0,0,0,0,0,0,0,4,185.33333333333334,3
bin/ext/lineage.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/lineage.sh,0,0,0,0,0,0,0,0,0,0,3,190.5,3
bin/ext/llap.sh,1,0,0,0,1,0,0,46.0,46,1,3,173.5,2
bin/ext/llapdump.sh,28,0,14,0,1,0,0,534.0,534,1,1,0,1
bin/ext/llapstatus.sh,35,0,15,0,1,0,0,64.0,64,1,1,0,1
bin/ext/metastore.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/metastore.sh,3,3,0,0,3,0,2.0,0.0,0,1,7,362.3333333333333,5
bin/ext/metatool.sh,0,0,0,0,0,0,0,0,0,0,2,348.0,2
bin/ext/orcfiledump.cmd,3,3,0,0,3,0,296.5,113.5,78,2,5,275.25,4
bin/ext/orcfiledump.sh,8,5,0,0,3,0,296.5,113.5,78,2,6,314.6,4
bin/ext/rcfilecat.cmd,0,0,0,0,0,0,0,0,0,0,2,62.0,2
bin/ext/rcfilecat.sh,0,0,0,0,0,0,0,0,0,0,4,91.0,2
bin/ext/schemaTool.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/schemaTool.sh,1,1,0,0,2,0,1.0,149.0,149,1,4,289.0,2
bin/ext/util/execHiveCmd.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/ext/util/execHiveCmd.sh,0,0,0,0,0,0,0,0,0,0,5,496.5,5
bin/ext/version.sh,0,0,0,0,0,0,0,0,0,0,2,781.0,2
bin/hive,95,66,14,13,8,0,56.714285714285715,220.4,0,5,50,62.55102040816327,25
bin/hive-config.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/hive-config.sh,0,0,0,0,0,0,0,0,0,0,5,322.75,5
bin/hive.cmd,2,0,0,0,1,0,0,20.0,20,1,7,125.83333333333333,5
bin/hiveserver2,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/hplsql,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/hplsql.cmd,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/init-hive-dfs.sh,0,0,0,0,0,0,0,0,0,0,2,461.0,2
bin/metatool,0,0,0,0,0,0,0,0,0,0,1,0,1
bin/schematool,0,0,0,0,0,0,0,0,0,0,1,0,1
binary-package-licenses/NOTICE,11,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/README,83,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/asm-LICENSE,24,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/com.google.protobuf-LICENSE,35,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/com.ibm.icu.icu4j-LICENSE,362,0,292,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/com.sun.jersey-LICENSE,47,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/com.thoughtworks.paranamer-LICENSE,24,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/javax.transaction.transaction-api-LICENSE,65,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/javolution-LICENSE,21,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/jline-LICENSE,27,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.abego.treelayout.core-LICENSE,24,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.antlr-LICENSE,24,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.antlr.antlr4-LICENSE,22,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.antlr.stringtemplate-LICENSE,22,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.codehaus.janino-LICENSE,26,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.jamon.jamon-runtime-LICENSE,22,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.jruby-LICENSE,15,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.mozilla.rhino-LICENSE,293,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/org.slf4j-LICENSE,20,0,0,0,1,0,0,43.0,43,1,1,0,1
binary-package-licenses/sqlline-LICENSE,31,0,0,0,1,0,0,43.0,43,1,1,0,1
