Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,8.0,110.0,18.0,67.0,30.0,26.0,25.0,31.0,46.0,24.0,24.0,5.0,5.0,7.0,1.0,73.0,0.37,13.0,13.0,16.0,12.0,1.0,1.5714285714285714,4.0,1.0,1.4285714285714286,4.0,1.0,1.5714285714285714,5.0,0.0,0.2857142857142857,2.0
File,AbstractCorrelationProcCtx.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,80.0,14.0,44.0,23.0,12.0,22.0,26.0,35.0,23.0,12.0,1.0,1.0,1.0,1.0,70.0,0.5,8.0,8.0,8.0,8.0,1.0,4.714285714285714,8.0,1.0,1.2857142857142858,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,68.0,8.0,11.0,10.0,0.0,49.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,50.0,4.45,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,4.0,3.0,87.0,12.0,43.0,27.0,11.0,32.0,23.0,30.0,21.0,11.0,2.0,2.0,3.0,2.0,0.0,0.74,6.0,6.0,7.0,3.0,1.0,3.7142857142857144,10.0,1.0,2.4285714285714284,5.0,0.0,0.8571428571428571,2.0,0.0,0.42857142857142855,1.0
File,AbstractExpression.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,1.0,15.0,34.0,1.0,0.0,1.0,12.0,12.0,2.0,12.0,0.0,0.0,10.0,2.0,150.0,16.0,121.0,59.0,56.0,13.0,82.0,105.0,58.0,63.0,3.0,3.0,3.0,1.0,91.0,0.11,22.0,22.0,22.0,11.0,0.0,8.333333333333334,38.0,0.0,4.083333333333333,7.0,0.0,1.8333333333333333,3.0,0.0,0.9166666666666666,2.0
File,AbstractFileMergeOperator.java,21.0,1.0,16.0,4.0,3.0,3.0,3.0,1.0,2.0,18.0,2.0,1.0,0.0,2.0,10.0,10.0,16.0,10.0,0.0,2.0,4.0,4.0,284.0,21.0,197.0,66.0,116.0,66.0,105.0,138.0,59.0,92.0,9.0,9.0,10.0,2.0,77.0,0.34,31.0,31.0,34.0,10.0,4.0,6.5,13.0,3.0,9.5,29.0,1.0,4.625,15.0,0.0,1.75,5.0
File,AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,3.0,3.0,2.0,1.7142857142857142,5.142857142857143,0.2857142857142857,9.0,0.0,1.0,26.0,26.0,14.0,26.0,7.0,1.0,1.0,17.0,429.0,56.0,296.0,86.0,156.0,77.0,139.0,217.0,92.0,127.0,24.0,24.0,24.0,1.1428571428571428,12.857142857142858,0.26,68.0,68.0,68.0,39.0,0.0,3.611111111111111,18.0,1.0,2.611111111111111,15.0,0.0,7.944444444444445,108.0,0.0,0.9444444444444444,5.0
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,2.0,2.0,1.0,2.0,6.0,21.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,6.0,10.0,6.0,4.0,2.0,2.0,2.0,1.0,0.0,1.17,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.5,5.0,1.0,1.5,2.0,0.0,0.5,1.0
File,AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,2.0,2.0,1.0,1.0,23.0,2.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,3.0,3.0,146.0,19.0,106.0,49.0,58.0,21.0,59.0,75.0,46.0,43.0,4.0,4.0,4.0,2.0,67.0,0.2,14.0,14.0,14.0,6.0,1.0,3.1666666666666665,5.0,1.0,6.0,10.0,0.0,3.1666666666666665,8.0,0.0,0.6666666666666666,1.0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,3.0,5.0,2.0,1.0,14.0,2.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,1.0,108.0,11.0,71.0,25.0,37.0,26.0,40.0,54.0,27.0,29.0,6.0,6.0,13.0,2.0,50.0,0.37,13.0,13.0,20.0,9.0,1.0,6.0,11.0,1.0,5.2,10.0,0.0,3.8,13.0,0.0,1.2,3.0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,14.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,1.0,1.0,1.0,67.0,0.61,3.0,3.0,3.0,3.0,2.0,2.6666666666666665,3.0,2.0,2.6666666666666665,4.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,14.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,80.0,10.0,38.0,19.0,18.0,32.0,25.0,30.0,18.0,16.0,3.0,3.0,3.0,1.0,0.0,0.84,4.0,4.0,4.0,4.0,1.0,2.3333333333333335,5.0,1.0,5.666666666666667,15.0,0.0,1.3333333333333333,3.0,0.0,0.6666666666666666,2.0
File,AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,4.0,7.0,4.0,1.0,30.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,17.0,17.0,6.0,17.0,0.0,0.0,3.0,14.0,159.0,22.0,78.0,30.0,30.0,59.0,36.0,58.0,31.0,28.0,2.0,2.0,2.0,1.0,81.0,0.76,20.0,20.0,20.0,17.0,1.0,4.125,21.0,1.0,1.5,3.0,1.0,1.1875,2.0,0.0,0.1875,1.0
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,58.0,7.0,28.0,14.0,9.0,23.0,17.0,23.0,14.0,10.0,3.0,3.0,3.0,1.0,0.0,0.82,5.0,5.0,5.0,3.0,0.0,0.6666666666666666,1.0,1.0,3.3333333333333335,8.0,1.0,1.6666666666666667,3.0,0.0,0.6666666666666666,2.0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,5.0,5.0,2.0,2.0,22.0,2.0,1.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,2.0,4.0,186.0,14.0,129.0,51.0,68.0,43.0,63.0,97.0,49.0,60.0,7.0,7.0,7.0,1.0,20.0,0.33,25.0,25.0,26.0,8.0,1.0,4.2,7.0,1.0,7.8,13.0,0.0,8.6,18.0,0.0,2.8,5.0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,1.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,3.0,3.0,3.0,80.0,0.35,10.0,10.0,10.0,7.0,1.0,5.5,13.0,1.0,6.75,16.0,1.0,1.75,3.0,0.0,0.5,1.0
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,51.0,8.0,25.0,14.0,9.0,18.0,14.0,19.0,13.0,7.0,1.0,1.0,1.0,1.0,25.0,0.72,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,2.6666666666666665,5.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,30.0,1.0,0.0,0.0,11.0,11.0,5.0,11.0,0.0,0.0,0.0,11.0,87.0,17.0,53.0,30.0,13.0,17.0,20.0,32.0,21.0,11.0,1.0,1.0,1.0,1.0,82.0,0.32,11.0,11.0,11.0,11.0,0.0,3.8181818181818183,12.0,1.0,1.0909090909090908,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,50.0,8.0,17.0,8.0,8.0,25.0,11.0,14.0,8.0,7.0,2.0,2.0,2.0,1.0,0.0,1.47,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.5,2.0,0.0,0.25,1.0
File,AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,3.0,3.0,2.0,1.3333333333333333,7.666666666666667,1.0,1.0,0.0,0.0,13.0,13.0,2.0,13.0,0.0,0.0,0.0,13.0,173.0,26.0,134.0,48.0,68.0,13.0,57.0,90.0,37.0,58.0,10.0,10.0,10.0,1.6666666666666667,20.666666666666668,0.1,33.0,33.0,35.0,30.0,0.0,1.894736842105263,7.0,1.0,3.0,7.0,1.0,2.1052631578947367,13.0,0.0,0.3157894736842105,2.0
File,AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,7.0,13.0,8.0,5.0,1.0,1.0,1.0,2.0,0.0,0.87,5.0,5.0,5.0,5.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,48.0,6.0,22.0,13.0,4.0,20.0,9.0,14.0,10.0,4.0,2.0,2.0,2.0,2.0,0.0,0.91,5.0,5.0,5.0,4.0,0.0,4.0,8.0,1.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,10.0,10.0,1.0,10.0,0.0,0.0,2.0,8.0,107.0,13.0,46.0,25.0,10.0,48.0,15.0,26.0,16.0,10.0,1.0,1.0,1.0,1.0,20.0,1.04,10.0,10.0,10.0,10.0,1.0,3.0,8.0,1.0,1.75,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,46.0,6.0,20.0,11.0,4.0,20.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,3.0,3.0,1.0,2.0,43.0,2.0,1.0,1.0,1.0,18.0,17.0,12.0,18.0,1.0,5.0,6.0,6.0,273.0,31.0,200.0,82.0,101.0,43.0,110.0,142.0,77.0,77.0,8.0,8.0,8.0,1.0,85.0,0.21,34.0,34.0,35.0,13.0,0.0,3.1176470588235294,8.0,0.0,4.235294117647059,13.0,0.0,1.6470588235294117,6.0,0.0,0.7647058823529411,2.0
File,AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,59.0,10.0,14.0,12.0,0.0,35.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,4.0,5.0,3.0,2.0,49.0,4.0,1.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,12.0,15.0,2.0,0.0,0.42,49.0,49.0,55.0,34.0,0.0,5.1,8.0,1.0,14.6,31.0,0.0,9.3,28.0,0.0,1.4,3.0
File,AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,70.0,4.0,48.0,22.0,15.0,18.0,23.0,35.0,21.0,14.0,1.0,1.0,1.0,1.0,82.0,0.38,11.0,11.0,11.0,11.0,3.0,5.3,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSSHResult.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,62.0,2.0,42.0,22.0,12.0,18.0,19.0,27.0,15.0,12.0,1.0,1.0,1.0,1.0,71.0,0.43,7.0,7.0,7.0,7.0,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSemanticAnalyzerHook.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.21,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,12.0,20.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,1.0,67.0,2.77,4.0,4.0,4.0,3.0,0.0,1.1111111111111112,5.0,0.0,1.0,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
File,AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,65.0,8.0,12.0,11.0,0.0,45.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractService.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,12.0,4.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.0,78.0,1.13,14.0,14.0,16.0,12.0,1.0,5.0,10.0,1.0,2.1818181818181817,6.0,1.0,1.1818181818181819,2.0,0.0,0.18181818181818182,1.0
File,AbstractStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.9,6.5,0.2,11.0,1.0,3.0,21.0,20.0,0.0,21.0,0.0,1.0,1.0,19.0,211.0,23.0,153.0,63.0,76.0,36.0,69.0,95.0,54.0,52.0,4.0,4.0,4.0,1.0,8.8,0.24,24.0,24.0,24.0,20.0,0.0,1.7619047619047619,15.0,0.0,2.1904761904761907,13.0,0.0,1.2380952380952381,6.0,0.0,0.14285714285714285,2.0
File,AbstractTestGenericUDFOPNumeric.java,12.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,56.0,6.0,30.0,22.0,11.0,20.0,19.0,22.0,19.0,8.0,1.0,1.0,1.0,1.0,0.0,0.67,2.0,2.0,2.0,2.0,12.0,12.0,12.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractTestParquetDirect.java,7.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,1.5,3.0,7.0,2.0,14.0,7.0,5.0,14.0,0.0,1.0,0.0,13.0,173.0,27.0,128.0,75.0,50.0,19.0,76.0,95.0,65.0,42.0,3.0,3.0,3.0,1.5,66.5,0.15,16.0,16.0,16.0,13.0,0.0,9.461538461538462,23.0,0.0,3.076923076923077,9.0,0.0,1.1538461538461537,3.0,0.0,0.23076923076923078,2.0
File,AbstractTestPhase.java,10.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,29.0,6.0,1.0,3.0,12.0,6.0,3.0,17.0,6.0,2.0,1.0,2.0,1.0,139.0,12.0,108.0,60.0,55.0,19.0,81.0,89.0,59.0,33.0,2.0,2.0,2.0,1.0,72.0,0.18,7.0,7.0,7.0,6.0,1.0,9.666666666666666,22.0,2.0,9.5,32.0,1.0,1.1666666666666667,2.0,0.0,0.16666666666666666,1.0
File,AbstractVectorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,3.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AccumuloCompositeRowId.java,13.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,95.0,15.0,32.0,20.0,12.0,48.0,23.0,28.0,20.0,13.0,2.0,2.0,2.0,4.5,25.0,1.5,4.0,4.0,4.0,3.0,1.0,4.0,6.0,6.0,8.333333333333334,11.0,1.0,1.3333333333333333,2.0,0.0,0.3333333333333333,1.0
File,AccumuloConnectionParameters.java,9.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,14.5,0.5,1.0,0.0,9.0,17.0,17.0,2.0,17.0,3.0,0.0,0.0,14.0,230.0,39.0,142.0,56.0,78.0,49.0,75.0,105.0,56.0,61.0,4.0,4.0,4.0,1.0,35.5,0.35,29.0,29.0,30.0,17.0,0.0,4.7727272727272725,15.0,1.0,3.9545454545454546,9.0,1.0,1.8636363636363635,6.0,0.0,0.36363636363636365,2.0
File,AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,14.0,13.0,10.0,21.0,9.0,10.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
