file,lines_added,lines_deleted,num_commits,num_bug_fixes,num_all_commits,num_developers,num_all_developers,avg_time_between_changes,avg_time_all_versions,avg_expertise,min_expertise
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_dynamic_partitions_merge_move.q.out,140,0,2,0,0,2,0,14054271.0,0,361.5,202
itests/hive-blobstore/src/test/results/clientpositive/map_join.q.out,563,0,1,0,0,1,0,0,0,3.0,3
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_dynamic_partitions_merge_only.q.out,130,0,2,0,0,2,0,14054271.0,0,361.5,202
itests/hive-blobstore/src/test/results/clientpositive/load_data.q.out,59,0,1,0,0,1,0,0,0,1.0,1
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_dynamic_partitions_move_only.q.out,160,0,3,0,0,2,0,7027135.5,0,361.5,202
itests/hive-blobstore/src/test/results/clientpositive/map_join_on_filter.q.out,50,0,1,0,0,1,0,0,0,3.0,3
itests/hive-blobstore/src/test/results/clientpositive/multiple_agg.q.out,35,0,1,0,0,1,0,0,0,1.0,1
itests/hive-blobstore/src/test/results/clientpositive/multiple_db.q.out,134,0,1,0,0,1,0,0,0,3.0,3
itests/hive-blobstore/src/test/results/clientpositive/nested_outer_join.q.out,76,0,1,0,0,1,0,0,0,3.0,3
itests/hive-blobstore/src/test/results/clientpositive/orc_buckets.q.out,183,0,1,0,0,1,0,0,0,1625.0,1625
itests/hive-blobstore/src/test/results/clientpositive/ptf_general_queries.q.out,139,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/ptf_matchpath.q.out,105,0,1,0,0,1,0,0,0,4.0,4
itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java,1088,249,32,3,1,14,1,2289827.870967742,0,293.14285714285717,2
itests/hive-blobstore/src/test/results/clientpositive/ptf_orcfile.q.out,104,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/orc_format_nonpart.q.out,201,0,2,0,0,2,0,9050171.0,0,821.5,18
itests/hive-blobstore/src/test/results/clientpositive/ptf_persistence.q.out,549,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/ptf_rcfile.q.out,104,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/orc_format_part.q.out,290,0,3,0,0,3,0,4525085.5,0,575.3333333333334,18
itests/hive-blobstore/src/test/results/clientpositive/ptf_seqfile.q.out,104,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/rcfile_buckets.q.out,183,0,1,0,0,1,0,0,0,1625.0,1625
itests/hive-blobstore/src/test/results/clientpositive/orc_nonstd_partitions_loc.q.out,537,0,3,0,0,3,0,4525085.5,0,575.3333333333334,18
itests/hive-blobstore/src/test/results/clientpositive/insert_into_dynamic_partitions.q.out,364,0,9,0,1,6,1,5518016.125,0,254.33333333333334,51
itests/hive-blobstore/src/test/results/clientpositive/rcfile_format_nonpart.q.out,201,0,2,0,0,2,0,9050171.0,0,821.5,18
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_dynamic_partitions.q.out,444,0,9,0,1,6,1,5518016.125,0,254.33333333333334,51
itests/hive-blobstore/src/test/results/clientpositive/zero_rows_hdfs.q.out,89,0,1,0,0,1,0,0,0,4.0,4
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_directory.q.out,655,0,9,0,2,7,2,5606316.75,473725.0,239.14285714285714,51
itests/hive-blobstore/src/test/results/clientpositive/rcfile_format_part.q.out,290,0,3,0,0,3,0,4525085.5,0,575.3333333333334,18
itests/hive-blobstore/src/test/results/clientpositive/zero_rows_blobstore.q.out,93,0,2,0,0,2,0,10011026.0,0,11.0,4
itests/hive-blobstore/src/test/results/clientpositive/rcfile_nonstd_partitions_loc.q.out,557,0,3,0,0,3,0,4525085.5,0,575.3333333333334,18
itests/hive-blobstore/src/test/results/clientpositive/insert_into_table.q.out,471,0,12,0,1,7,1,4077321.272727273,0,215.57142857142858,18
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/serde/LazySimpleSerDeBench.java,197,4,2,0,0,2,0,20051550.0,0,440.0,199
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/BlackholeOperator.java,44,0,1,0,0,1,0,0,0,479.0,479
itests/hive-blobstore/src/test/results/clientpositive/insert_overwrite_table.q.out,479,0,11,0,1,7,1,4485053.4,0,215.57142857142858,18
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/ColumnVectorGenUtil.java,256,0,1,0,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/VectorizedComparisonBench.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/VectorizedArithmeticBench.java,23,1,2,1,0,2,0,2314644.0,0,295.5,112
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinMultiKeyBenchBase.java,68,0,2,1,0,1,0,15420028.0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/AbstractExpression.java,25,6,4,1,1,3,1,13110073.333333334,0,234.66666666666666,42
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/AbstractMapJoin.java,173,0,3,1,0,1,0,9723801.5,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinOneLongKeyBenchBase.java,66,0,2,1,0,1,0,15420028.0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/operators/AbstractOperatorBench.java,34,0,1,0,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/VectorizedLogicBench.java,1,1,3,1,0,2,0,25994780.0,0,331.0,183
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinOneStringKeyBenchBase.java,66,0,2,1,0,1,0,15420028.0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/VectorizedLikeBench.java,67,0,3,1,0,2,0,16997208.0,0,260.5,42
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/operators/VectorGroupByOperatorBench.java,236,0,1,0,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinOneLongKeyBench.java,221,0,5,1,0,2,0,4861900.75,0,352.0,225
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinMultiKeyBench.java,221,0,5,1,0,2,0,4861900.75,0,352.0,225
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/operators/VectorSelectOperatorBench.java,166,0,1,0,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/resources/log4j2.properties,68,0,1,0,0,1,0,0,0,479.0,479
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/mapjoin/MapJoinOneStringKeyBench.java,221,0,5,1,0,2,0,4861900.75,0,352.0,225
itests/hive-jmh/src/main/java/org/apache/hive/benchmark/storage/ColumnarStorageBench.java,65,12,6,3,0,6,0,7444652.8,0,248.5,18
itests/hive-jmh/pom.xml,26,2,7,0,1,6,1,12885375.666666666,0,365.3333333333333,116
itests/hive-blobstore/src/test/results/clientpositive/write_final_output_blobstore.q.out,584,0,10,0,2,6,2,5047796.444444444,473725.0,155.66666666666666,6
itests/hive-minikdc/src/test/resources/core-site.xml,0,0,0,0,0,0,0,0,0,0,0
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/JdbcWithMiniKdcSQLAuthTest.java,10,7,3,2,0,3,0,21712312.5,0,210.0,12
itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/DummyRawStoreFailEvent.java,1224,0,46,2,3,16,2,1034878.8888888889,522516.0,232.0625,14
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestHs2HooksWithMiniKdc.java,18,15,3,1,0,3,0,10113290.5,0,238.66666666666666,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdcSQLAuthBinary.java,2,4,2,1,0,2,0,3280015.0,0,245.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestMiniHiveKdc.java,2,2,2,1,0,2,0,3280015.0,0,245.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestSSLWithMiniKdc.java,101,0,2,0,0,2,0,28103299.0,0,118.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdcSQLAuthHttp.java,2,4,2,1,0,2,0,3280015.0,0,245.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestHiveAuthFactory.java,8,7,4,1,0,4,0,8281677.333333333,0,244.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcNonKrbSASLWithMiniKdc.java,148,0,4,1,0,3,0,20009800.666666668,0,192.33333333333334,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdcCookie.java,4,4,3,0,1,2,1,24084248.0,0,75.5,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithDBTokenStoreNoDoAs.java,50,0,3,1,0,3,0,5999274.5,0,201.0,12
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/MiniHiveKdc.java,84,12,5,1,0,4,0,15552157.5,0,172.25,12
itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/ql/security/TestPasswordWithCredentialProvider.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit-hadoop2/src/test/java/org/apache/hive/jdbc/TestSchedulerQueue.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithDBTokenStore.java,50,0,6,1,0,4,0,12441726.0,0,172.25,12
itests/hive-unit/src/test/java/org/apache/hadoop/hive/UtilsForTest.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/ql/security/TestStorageBasedMetastoreAuthorizationProviderWithACL.java,6,1,2,0,0,2,0,12969505.0,0,150.5,103
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestAuthzApiEmbedAuthorizerInEmbed.java,0,0,0,0,0,0,0,0,0,0,0
itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/common/TestFileUtils.java,121,0,3,2,0,3,0,13605788.5,0,274.3333333333333,103
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestAuthzApiEmbedAuthorizerInRemote.java,0,0,0,0,0,0,0,0,0,0,0
itests/hive-unit/src/test/java/org/apache/hadoop/hive/io/TestHadoopFileStatus.java,92,0,2,2,0,2,0,35338298.0,0,295.5,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/hooks/TestHs2Hooks.java,54,11,3,1,0,2,0,8473283.0,0,352.0,225
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestAcidTableSetup.java,245,0,2,0,0,1,0,6320856.0,0,241.0,241
itests/hive-unit/src/main/java/org/hadoop/hive/jdbc/SSLTestUtils.java,106,0,3,1,0,3,0,14136169.0,0,357.6666666666667,225
itests/hive-minikdc/pom.xml,30,4,8,0,1,8,1,11044607.714285715,0,332.25,116
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreAlterColumnPar.java,115,0,2,1,0,2,0,1760172.0,0,58.5,5
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestPartitionExpressionProxyDefault.java,40,0,1,0,0,1,0,0,0,241.0,241
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdc.java,56,13,9,1,0,7,0,8629732.5,0,172.0,1
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaTool.java,2,2,2,1,0,2,0,61087244.0,0,580.0,479
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestServerSpecificConfig.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hadoop/hive/llap/ext/TestLlapInputSplit.java,88,0,7,1,0,3,0,9272039.5,0,504.6666666666667,354
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/BaseTestQueries.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/metastore/security/TestHadoopAuthBridge23.java,411,0,8,2,0,6,0,2673252.8571428573,0,238.33333333333334,21
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/security/TestDBTokenStore.java,95,0,2,1,0,2,0,8188347.0,0,295.5,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/security/TestZooKeeperTokenStore.java,180,0,2,1,0,2,0,8188347.0,0,295.5,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestCreateUdfEntities.java,3,4,2,0,0,1,0,4110328.0,0,375.0,375
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/exec/spark/TestSparkStatistics.java,100,0,1,0,0,1,0,0,0,103.0,103
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestAutoPurgeTables.java,439,0,3,1,0,3,0,12668993.0,0,170.66666666666666,6
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestMetaStoreAuthorization.java,5,19,8,2,0,4,0,2673252.8571428573,0,324.25,202
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/metadata/TestAlterTableMetadata.java,72,0,1,0,1,1,1,0,0,104.0,104
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/AbstractTestAuthorizationApiAuthorizer.java,21,9,10,2,0,7,0,7553054.777777778,0,299.57142857142856,7
itests/hive-unit-hadoop2/pom.xml,45,3,11,0,1,10,1,7731225.4,0,286.3,102
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestMetaStoreLimitPartitionRequest.java,320,0,3,1,0,3,0,12413711.0,0,249.0,27
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestReplChangeManager.java,346,0,9,1,1,5,1,5375710.5,0,115.2,32
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestDDLWithRemoteMetastoreSecondNamenode.java,37,67,7,0,0,4,0,4138580.1666666665,0,195.5,54
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestLocationQueries.java,7,5,6,1,0,5,0,13303443.0,0,326.8,18
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestMetastoreVersion.java,59,34,9,2,1,8,1,9032857.875,0,352.75,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestCopyUtils.java,137,0,4,0,0,2,0,200785.33333333334,0,20.0,8
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationOnHDFSEncryptedZones.java,147,0,2,1,1,2,1,10245387.0,0,117.0,116
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/metadata/TestSemanticAnalyzerHookLoading.java,6,5,3,1,0,3,0,5265652.5,0,365.0,241
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcidTables.java,346,0,3,0,2,1,1,1318000.0,1287038.0,118.0,118
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestMTQueries.java,6,4,7,1,2,6,2,12854464.333333334,1493408.0,463.5,46
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestPasswordWithConfig.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestStorageBasedClientSideAuthorizationProvider.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestExportImport.java,125,0,7,1,0,5,0,2292968.0,0,150.6,8
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestMetaStoreMetrics.java,94,77,19,3,0,8,0,4071496.111111111,0,251.625,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestStorageBasedMetastoreAuthorizationProvider.java,7,1,2,1,0,2,0,37747190.0,0,338.5,198
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCleanerWithReplication.java,199,0,2,0,0,2,0,1807587.0,0,117.0,116
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestMultiAuthorizationPreEventListener.java,9,12,6,1,0,5,0,12217448.8,0,377.6,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestClientSideAuthorizationProvider.java,9,10,7,1,0,6,0,11202890.833333334,0,585.5,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestAcidOnTez.java,899,0,19,2,2,9,2,2994684.722222222,129271.0,258.0,87
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestAuthorizationPreEventListener.java,27,11,7,1,0,6,0,10181207.333333334,0,318.1666666666667,21
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/StorageBasedMetastoreTestBase.java,9,17,10,2,0,7,0,7388978.333333333,0,378.42857142857144,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/history/TestHiveHistory.java,12,8,14,3,1,9,1,4745529.076923077,0,309.3333333333333,87
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/session/TestClearDanglingScratchDir.java,132,0,5,1,0,3,0,13995819.5,0,412.0,198
itests/hive-unit/src/test/java/org/apache/hadoop/hive/serde2/dynamic_type/TestDynamicSerDe.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestMetastoreAuthorizationProvider.java,33,12,9,1,0,7,0,7894962.875,0,325.0,112
itests/hive-unit/src/test/java/org/apache/hadoop/hive/serde2/TestSerdeWithFieldComments.java,3,3,2,1,0,2,0,3801029.0,0,360.0,241
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/authorization/plugin/TestHiveAuthorizerShowFilters.java,16,22,7,1,0,5,0,11455358.666666666,0,322.4,189
itests/hive-unit/src/test/java/org/apache/hive/beeline/TestSchemaToolCatalogOps.java,375,0,1,0,1,1,1,0,0,241.0,241
itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeelinePasswordOption.java,328,0,2,1,0,2,0,39056256.0,0,288.0,97
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcrossInstances.java,736,0,19,1,2,7,1,1761721.4444444445,2597616.0,141.14285714285714,8
itests/hive-unit/src/test/java/org/apache/hive/jdbc/ReadableHook.java,52,0,1,0,0,1,0,0,0,21.0,21
itests/hive-unit/pom.xml,160,18,28,2,4,17,3,2863416.814814815,834533.0,239.94117647058823,21
itests/hive-unit/src/test/java/org/apache/hive/beeline/hs2connection/BeelineWithHS2ConnectionFileTestBase.java,218,0,3,1,0,3,0,22876323.5,0,269.3333333333333,139
itests/hive-unit/src/test/java/org/apache/hive/beeline/hs2connection/TestBeelineConnectionUsingHiveSite.java,102,0,4,1,0,3,0,13224020.0,0,298.0,190
itests/hive-unit/src/test/java/org/apache/hive/beeline/hs2connection/TestBeelineWithUserHs2ConnectionFile.java,128,0,3,1,0,3,0,19836030.0,0,298.0,190
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/authorization/plugin/TestHiveAuthorizerCheckInvocation.java,193,35,11,1,0,9,0,7368972.0,0,375.44444444444446,6
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java,367,0,25,2,2,7,1,1323035.9583333333,2639493.0,205.57142857142858,116
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniHA.java,200,0,2,1,0,2,0,56403395.0,0,580.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/AbstractJdbcTriggersTest.java,200,0,6,1,2,2,2,2963682.2,367493.0,331.0,183
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestNoSaslAuth.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestActivePassiveHA.java,644,0,9,0,2,1,1,534679.125,1189705.0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithLocalClusterSpark.java,8,2,4,1,0,4,0,19523725.333333332,0,236.5,103
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestServiceDiscovery.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestMultiSessionsHS2WithLocalClusterSpark.java,10,4,4,1,0,4,0,19523725.333333332,0,236.5,103
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestRestrictedList.java,195,0,3,0,1,3,1,5989508.0,0,104.66666666666667,13
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestTriggersNoTezSessionPool.java,87,0,5,0,0,2,0,1684942.5,0,403.0,327
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestCLIAuthzSessionContext.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestTriggersMoveWorkloadManager.java,288,0,6,1,1,2,1,2840500.6,0,331.0,183
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestXSRFFilter.java,161,0,3,1,0,3,0,25623535.0,0,286.0,189
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java,148,78,6,1,0,5,0,11765326.8,0,531.6,139
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestServiceDiscoveryWithMiniHS2.java,156,0,6,1,0,5,0,11422940.4,0,176.4,32
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestTriggersWorkloadManager.java,89,0,9,0,0,2,0,1220420.625,0,403.0,327
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestHS2AuthzSessionContext.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestTriggersTezSessionPoolManager.java,324,0,12,3,0,2,0,1003174.4545454546,0,403.0,327
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniLlap.java,603,0,18,1,0,4,0,3521558.705882353,0,226.75,32
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestJdbcWithSQLAuthUDFBlacklist.java,2,2,2,2,0,2,0,39564228.0,0,334.5,190
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestHS2AuthzContext.java,6,4,4,1,0,4,0,19038234.0,0,255.5,139
itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/TestHiveServer2.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/TestHiveServer2SessionTimeout.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/cbo_rp_TestJdbcDriver2.java,3,1,3,1,1,3,1,37114744.5,0,249.33333333333334,86
itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/TestMiniHS2.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestJdbcMetadataApiAuth.java,2,2,4,1,0,4,0,19038234.0,0,255.5,139
itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestJdbcWithSQLAuthorization.java,29,2,6,1,1,2,1,13047482.4,0,309.0,139
itests/hive-unit/src/test/java/org/apache/hive/service/TestHS2ImpersonationWithRemoteMS.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/OperationLoggingAPITestBase.java,0,0,0,0,0,0,0,0,0,0,0
itests/hive-unit/src/test/java/org/apache/hive/service/auth/TestCustomAuthentication.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java,495,110,22,1,1,13,1,3462630.761904762,0,185.0,32
itests/hive-unit/src/test/java/org/apache/hive/beeline/TestSchemaTool.java,328,16,24,2,0,12,0,1894263.956521739,0,222.25,21
itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/StartMiniHS2Cluster.java,87,0,4,1,0,4,0,20188142.666666668,0,339.0,2
itests/hive-unit/src/test/java/org/apache/hive/service/TestDFSErrorHandling.java,152,0,2,2,0,2,0,15916189.0,0,246.0,13
itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/TestHs2Metrics.java,59,25,5,2,0,3,0,16568914.75,0,251.66666666666666,77
itests/hive-unit/src/test/java/org/apache/hive/service/cli/TestEmbeddedThriftBinaryCLIService.java,2,1,3,1,0,3,0,33608672.5,0,709.0,23
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestMiniHS2StateWithNoZookeeper.java,82,0,2,1,0,2,0,42982432.0,0,309.0,139
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCompactor.java,1108,234,31,0,4,14,3,2537141.7,458065.6666666667,312.07142857142856,51
itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/TestOperationLoggingAPIWithMr.java,2,2,3,1,0,3,0,32797936.0,0,227.0,86
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenarios.java,3378,0,57,5,2,14,1,535213.1071428572,385925.0,209.35714285714286,6
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestThriftCLIServiceWithBinary.java,74,0,3,1,0,3,0,24649711.5,0,399.6666666666667,345
itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/TestOperationLoggingAPIWithTez.java,2,4,4,0,0,4,0,12157978.333333334,0,178.25,32
itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/TestOperationLoggingLayout.java,144,19,5,1,0,3,0,11274943.75,0,166.66666666666666,73
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestThriftCLIServiceWithHttp.java,101,0,3,1,0,3,0,24649711.5,0,399.6666666666667,345
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestThriftCliServiceMessageSize.java,153,0,3,2,0,3,0,3996311.0,0,244.0,12
itests/hive-unit/src/test/java/org/apache/hive/service/server/TestInformationSchemaWithPrivilege.java,605,0,1,0,1,1,1,0,0,198.0,198
itests/hive-unit/src/test/java/org/apache/hive/service/server/TestHS2ClearDanglingScratchDir.java,78,0,3,1,0,3,0,19174487.0,0,412.0,198
itests/qtest-accumulo/src/test/java/org/apache/hive/TestDummy.java,1,1,1,1,0,1,0,0,0,479.0,479
itests/qtest-druid/src/main/java/org/apache/hive/druid/ForkingDruidNode.java,160,0,1,0,0,1,0,0,0,102.0,102
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestThriftHttpCLIServiceFeatures.java,375,0,5,1,0,5,0,12624748.0,0,312.6,139
itests/qtest-druid/src/main/java/org/apache/hive/kafka/SingleNodeKafkaCluster.java,122,0,1,0,0,1,0,0,0,39.0,39
itests/qtest-accumulo/src/test/java/org/apache/hadoop/hive/cli/TestAccumuloCliDriver.java,62,0,2,1,0,2,0,45284054.0,0,427.0,375
itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniHS2.java,1099,242,29,5,0,13,0,2447220.714285714,0,234.53846153846155,21
itests/qtest-druid/src/main/java/org/apache/hive/druid/DruidNode.java,44,0,2,0,0,2,0,5065048.0,0,54.0,6
itests/qtest-druid/src/main/java/org/apache/hive/druid/MiniDruidCluster.java,209,0,2,0,0,2,0,10094285.0,0,70.5,39
