key,sha,message,filename
HIVE-21009,650871623ef435d359c07d4c90d76c439c45e976,HIVE-21009: Adding ability for user to set bind user (David McGinnis reviewed by Prasanth Jayachandran) (addendum),service/src/test/resources/creds/test.jceks
HIVE-21104,fd3498b33ab95ad163728759a88afa945b4a9010,HIVE-21104: PTF with nested structure throws ClassCastException (Rajesh Balamohan reviewed by Gopal V,ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/WindowingTableFunction.java
HIVE-21104,fd3498b33ab95ad163728759a88afa945b4a9010,HIVE-21104: PTF with nested structure throws ClassCastException (Rajesh Balamohan reviewed by Gopal V,ql/src/test/queries/clientpositive/windowing.q
HIVE-21104,fd3498b33ab95ad163728759a88afa945b4a9010,HIVE-21104: PTF with nested structure throws ClassCastException (Rajesh Balamohan reviewed by Gopal V,ql/src/test/results/clientpositive/llap/windowing.q.out
HIVE-21104,fd3498b33ab95ad163728759a88afa945b4a9010,HIVE-21104: PTF with nested structure throws ClassCastException (Rajesh Balamohan reviewed by Gopal V,ql/src/test/results/clientpositive/spark/windowing.q.out
HIVE-19814,a3b7a2452bacf6d7eeeb42bd9dd68109c90e27a2,"HIVE-19814: RPC Server port is always random for spark (Bharathkrishna Guruvayoor Murali, reviewed by Sahil Takiar)",ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java
HIVE-19814,a3b7a2452bacf6d7eeeb42bd9dd68109c90e27a2,"HIVE-19814: RPC Server port is always random for spark (Bharathkrishna Guruvayoor Murali, reviewed by Sahil Takiar)",ql/src/test/org/apache/hadoop/hive/ql/exec/spark/session/TestSparkSessionManagerImpl.java
HIVE-19814,a3b7a2452bacf6d7eeeb42bd9dd68109c90e27a2,"HIVE-19814: RPC Server port is always random for spark (Bharathkrishna Guruvayoor Murali, reviewed by Sahil Takiar)",spark-client/src/main/java/org/apache/hive/spark/client/SparkClientFactory.java
HIVE-19814,a3b7a2452bacf6d7eeeb42bd9dd68109c90e27a2,"HIVE-19814: RPC Server port is always random for spark (Bharathkrishna Guruvayoor Murali, reviewed by Sahil Takiar)",spark-client/src/main/java/org/apache/hive/spark/client/rpc/RpcConfiguration.java
HIVE-20210,65f02d2f99b990cb28fd6a832fa3425042e60a04,HIVE-20210 : Simple Fetch optimizer should lead to MapReduce when filter on non-partition column and conversion is minimal (Jeffery Yan via Ashutosh Chauhan),ql/src/java/org/apache/hadoop/hive/ql/optimizer/SimpleFetchOptimizer.java
