key,sha,message,filename
HIVE-22165,bdf5519c58c017bb72efa6d832e1c0cc3889e652,HIVE-22165 : Synchronisation introduced by HIVE-14296 on SessionManager.closeSession causes high latency in a busy hive server (Amruth Sampath via Ashutosh Chauhan),service/src/java/org/apache/hive/service/cli/session/SessionManager.java
HIVE-22207,155f82927f28ee24f76ead19e718e232e5ff15a0,"HIVE-22207: Tez SplitGenerator throws NumberFormatException when ""dfs.blocksize"" on cluster is ""128m"" (Naresh P R, reviewed by Sankar Hariappan)",ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java
HIVE-22054,212b4281ee6f138fe0835929531fbf3c36505bff,"HIVE-22054: Avoid recursive listing to check if a directory is empty (Prabhas Kumar Samanta, reviewed by Steve Loughran and Jason Dere)",standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/Warehouse.java
HIVE-22054,212b4281ee6f138fe0835929531fbf3c36505bff,"HIVE-22054: Avoid recursive listing to check if a directory is empty (Prabhas Kumar Samanta, reviewed by Steve Loughran and Jason Dere)",standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21009,650871623ef435d359c07d4c90d76c439c45e976,HIVE-21009: Adding ability for user to set bind user (David McGinnis reviewed by Prasanth Jayachandran) (addendum),service/src/test/resources/creds/test.jceks
HIVE-14557,dd5121c7be9bac03e12dbd2db7e3b863cefe851e,HIVE-14557: Nullpointer When both SkewJoin and Mapjoin Enabled (Nemon Lou reviewed by Yongzhi and Rui),ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/PhysicalOptimizer.java
HIVE-14557,dd5121c7be9bac03e12dbd2db7e3b863cefe851e,HIVE-14557: Nullpointer When both SkewJoin and Mapjoin Enabled (Nemon Lou reviewed by Yongzhi and Rui),ql/src/test/results/clientpositive/runtime_skewjoin_mapjoin_spark.q.out
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/java/org/apache/hadoop/hive/ql/parse/MapReduceCompiler.java
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/skewjoin_union_remove_1.q
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/skewjoin_union_remove_2.q
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/union_remove_1.q
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/union_remove_10.q
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/union_remove_11.q
HIVE-12812,fb7291ac4e8686a0bf91eba5a945b8a8d1ea8b6d,"HIVE-12812: Enable mapred.input.dir.recursive by default to support union with aggregate function (Chaoyu Tang and Alice Fan, reviewed by Naveen Gangam and Yongzhi Chen)",ql/src/test/queries/clientpositive/union_remove_12.q
