Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,1.0,12.0,2.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,4.0,3.0,87.0,12.0,43.0,27.0,11.0,32.0,23.0,30.0,21.0,11.0,2.0,2.0,3.0,2.0,0.0,0.74,6.0,6.0,7.0,3.0,1.0,3.857142857142857,10.0,1.0,2.4285714285714284,5.0,0.0,0.8571428571428571,2.0,0.0,0.42857142857142855,1.0
File,AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,2.0,2.0,1.0,1.0,16.0,35.0,1.0,0.0,1.0,13.0,13.0,2.0,13.0,0.0,0.0,11.0,2.0,168.0,17.0,138.0,64.0,68.0,13.0,97.0,123.0,65.0,76.0,3.0,3.0,3.0,1.0,92.0,0.09,25.0,25.0,25.0,12.0,0.0,8.0,39.0,0.0,4.0,6.0,0.0,1.9230769230769231,3.0,0.0,1.0,2.0
File,AbstractFileMergeOperator.java,18.0,1.0,14.0,4.0,3.0,3.0,3.0,1.0,2.0,17.0,2.0,1.0,1.0,2.0,12.0,11.0,16.0,12.0,0.0,2.0,4.0,6.0,293.0,23.0,204.0,69.0,118.0,66.0,107.0,142.0,61.0,94.0,9.0,9.0,10.0,2.0,81.0,0.32,33.0,33.0,36.0,12.0,1.0,5.4,13.0,1.0,7.2,27.0,1.0,3.9,15.0,0.0,1.4,5.0
File,AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,3.0,3.0,1.0,1.75,6.125,0.25,10.0,0.0,1.0,31.0,31.0,20.0,31.0,9.0,1.0,1.0,20.0,523.0,66.0,354.0,115.0,193.0,105.0,177.0,261.0,118.0,152.0,24.0,24.0,24.0,1.125,19.0,0.3,73.0,73.0,77.0,40.0,0.0,4.090909090909091,19.0,1.0,2.5454545454545454,12.0,0.0,6.454545454545454,108.0,0.0,0.6818181818181818,5.0
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,2.0,2.0,1.0,2.0,6.0,31.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,6.0,10.0,6.0,4.0,2.0,2.0,2.0,1.0,0.0,1.17,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.5,5.0,1.0,1.5,2.0,0.0,0.5,1.0
File,AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,2.0,2.0,1.0,1.0,22.0,2.0,1.0,0.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,3.0,3.0,146.0,19.0,106.0,49.0,58.0,21.0,59.0,75.0,46.0,43.0,4.0,4.0,4.0,2.0,67.0,0.2,14.0,14.0,14.0,6.0,1.0,3.1666666666666665,5.0,1.0,5.333333333333333,10.0,0.0,3.1666666666666665,8.0,0.0,0.6666666666666666,1.0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,3.0,5.0,2.0,1.0,14.0,2.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,1.0,108.0,11.0,71.0,25.0,37.0,26.0,40.0,54.0,27.0,29.0,6.0,6.0,13.0,2.0,50.0,0.37,13.0,13.0,20.0,9.0,1.0,6.0,11.0,1.0,5.2,10.0,0.0,3.8,13.0,0.0,1.2,3.0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,14.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,1.0,1.0,1.0,67.0,0.61,3.0,3.0,3.0,3.0,2.0,2.6666666666666665,3.0,2.0,2.6666666666666665,4.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,13.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,80.0,10.0,38.0,19.0,18.0,32.0,25.0,30.0,18.0,16.0,3.0,3.0,3.0,1.0,0.0,0.84,4.0,4.0,4.0,4.0,1.0,2.3333333333333335,5.0,1.0,5.333333333333333,14.0,0.0,1.3333333333333333,3.0,0.0,0.6666666666666666,2.0
File,AbstractHCatLoaderTest.java,22.0,1.0,19.0,1.0,2.0,2.0,2.0,1.0,1.0,35.5,3.0,2.0,8.0,13.0,28.0,20.0,2.0,28.0,5.0,7.0,0.0,16.0,746.0,69.0,612.0,206.0,447.0,80.0,424.0,485.0,193.0,360.0,5.0,5.0,6.0,1.5,44.0,0.13,56.0,56.0,58.0,31.0,0.0,5.222222222222222,11.0,1.0,7.407407407407407,22.0,0.0,2.259259259259259,12.0,0.0,0.8888888888888888,4.0
File,AbstractHCatStorerTest.java,29.0,2.0,25.0,2.0,3.0,3.0,3.0,1.0,1.0,22.0,3.5,2.0,1.0,3.0,35.0,34.0,1.0,35.0,6.0,0.0,0.0,29.0,1096.0,110.0,890.0,276.0,679.0,104.0,574.0,664.0,244.0,503.0,11.0,10.0,11.0,2.0,34.0,0.12,91.0,90.0,91.0,37.0,0.0,6.411764705882353,20.0,1.0,8.735294117647058,24.0,0.0,5.323529411764706,32.0,0.0,0.7647058823529411,2.0
File,AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,4.0,7.0,4.0,1.0,30.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,17.0,17.0,6.0,17.0,0.0,0.0,2.0,15.0,159.0,22.0,78.0,30.0,30.0,59.0,36.0,58.0,31.0,28.0,2.0,2.0,2.0,1.0,81.0,0.76,20.0,20.0,20.0,17.0,1.0,4.5625,22.0,1.0,1.375,3.0,1.0,1.1875,2.0,0.0,0.1875,1.0
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,58.0,7.0,28.0,14.0,9.0,23.0,17.0,23.0,14.0,10.0,3.0,3.0,3.0,1.0,0.0,0.82,5.0,5.0,5.0,3.0,0.0,0.6666666666666666,1.0,1.0,3.0,7.0,1.0,1.6666666666666667,3.0,0.0,0.6666666666666666,2.0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,5.0,5.0,2.0,2.0,22.0,2.0,1.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,2.0,4.0,187.0,14.0,130.0,52.0,68.0,43.0,64.0,98.0,50.0,60.0,7.0,7.0,7.0,1.0,20.0,0.33,25.0,25.0,26.0,8.0,1.0,4.2,7.0,1.0,7.6,12.0,0.0,8.6,18.0,0.0,2.8,5.0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,1.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,3.0,3.0,3.0,80.0,0.35,10.0,10.0,10.0,7.0,1.0,5.5,13.0,1.0,6.25,16.0,1.0,1.75,3.0,0.0,0.5,1.0
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,51.0,8.0,25.0,14.0,9.0,18.0,14.0,19.0,13.0,7.0,1.0,1.0,1.0,1.0,25.0,0.72,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,22.0,2.0,2.0,0.0,1.0,14.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,179.0,30.0,100.0,50.0,43.0,49.0,55.0,75.0,44.0,39.0,6.0,6.0,7.0,2.0,80.0,0.49,17.0,17.0,20.0,11.0,1.0,3.6666666666666665,13.0,0.0,2.4166666666666665,10.0,0.0,2.25,18.0,0.0,0.4166666666666667,2.0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,30.0,1.0,0.0,0.0,18.0,18.0,8.0,18.0,0.0,0.0,0.0,18.0,127.0,27.0,82.0,45.0,21.0,18.0,32.0,51.0,33.0,18.0,1.0,1.0,1.0,1.0,88.0,0.22,18.0,18.0,18.0,18.0,0.0,5.444444444444445,23.0,1.0,1.0555555555555556,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,50.0,8.0,17.0,8.0,8.0,25.0,11.0,14.0,8.0,7.0,2.0,2.0,2.0,1.0,0.0,1.47,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.5,2.0,0.0,0.25,1.0
File,AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,3.0,3.0,2.0,1.3333333333333333,7.0,1.0,1.0,0.0,0.0,13.0,13.0,2.0,13.0,0.0,0.0,0.0,13.0,173.0,26.0,134.0,48.0,68.0,13.0,57.0,90.0,37.0,58.0,10.0,10.0,10.0,1.6666666666666667,20.666666666666668,0.1,33.0,33.0,33.0,30.0,0.0,1.8421052631578947,7.0,1.0,2.6315789473684212,5.0,1.0,2.1052631578947367,13.0,0.0,0.3157894736842105,2.0
File,AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,7.0,13.0,8.0,5.0,1.0,1.0,1.0,2.0,0.0,0.87,5.0,5.0,5.0,5.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,48.0,6.0,22.0,13.0,4.0,20.0,9.0,14.0,10.0,4.0,2.0,2.0,2.0,2.0,0.0,0.91,5.0,5.0,5.0,4.0,0.0,4.0,8.0,1.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,10.0,10.0,1.0,10.0,0.0,0.0,2.0,8.0,107.0,13.0,46.0,25.0,10.0,48.0,15.0,26.0,16.0,10.0,1.0,1.0,1.0,1.0,20.0,1.04,10.0,10.0,10.0,10.0,1.0,3.0,8.0,1.0,1.75,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,46.0,6.0,20.0,11.0,4.0,20.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,3.0,3.0,1.0,1.3333333333333333,16.333333333333332,1.0,3.0,1.0,1.0,21.0,20.0,14.0,21.0,3.0,4.0,7.0,7.0,310.0,29.0,233.0,94.0,119.0,49.0,124.0,164.0,89.0,90.0,8.0,8.0,8.0,1.3333333333333333,27.666666666666668,0.21,40.0,40.0,41.0,16.0,0.0,3.611111111111111,9.0,0.0,4.222222222222222,16.0,0.0,1.8333333333333333,8.0,0.0,0.8888888888888888,3.0
File,AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,59.0,10.0,14.0,12.0,0.0,35.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,4.875,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,4.0,5.0,3.0,2.0,48.0,4.0,1.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,12.0,15.0,2.0,0.0,0.42,49.0,49.0,55.0,34.0,0.0,5.1,8.0,1.0,13.4,28.0,0.0,9.3,28.0,0.0,1.4,3.0
File,AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,70.0,4.0,48.0,22.0,15.0,18.0,23.0,35.0,21.0,14.0,1.0,1.0,1.0,1.0,82.0,0.38,11.0,11.0,11.0,11.0,3.0,5.3,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSSHResult.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,62.0,2.0,42.0,22.0,12.0,18.0,19.0,27.0,15.0,12.0,1.0,1.0,1.0,1.0,71.0,0.43,7.0,7.0,7.0,7.0,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSemanticAnalyzerHook.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.21,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,12.0,26.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,1.0,67.0,2.77,4.0,4.0,4.0,3.0,1.0,9.555555555555555,33.0,0.0,1.0,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
File,AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,65.0,8.0,12.0,11.0,0.0,45.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractService.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,4.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.0,78.0,1.13,14.0,14.0,16.0,12.0,1.0,5.454545454545454,10.0,1.0,2.1818181818181817,6.0,1.0,1.1818181818181819,2.0,0.0,0.18181818181818182,1.0
File,AbstractStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
