key,sha,message,filename
HIVE-20303,08af0fc67c21dea253349c6486a30675b5eead26,"HIVE-20303: INSERT OVERWRITE TABLE db.table PARTITION (...) IF NOT EXISTS throws InvalidTableException (Stamatis Zampetakis, reviewed by Alessandro Solimando, Krisztian Kasa)",ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-20303,08af0fc67c21dea253349c6486a30675b5eead26,"HIVE-20303: INSERT OVERWRITE TABLE db.table PARTITION (...) IF NOT EXISTS throws InvalidTableException (Stamatis Zampetakis, reviewed by Alessandro Solimando, Krisztian Kasa)",ql/src/test/queries/clientpositive/insert2_overwrite_partitions.q
HIVE-20303,08af0fc67c21dea253349c6486a30675b5eead26,"HIVE-20303: INSERT OVERWRITE TABLE db.table PARTITION (...) IF NOT EXISTS throws InvalidTableException (Stamatis Zampetakis, reviewed by Alessandro Solimando, Krisztian Kasa)",ql/src/test/results/clientpositive/llap/insert2_overwrite_partitions.q.out
HIVE-22247,72d860ad7721e705c830ca5f141a79e899cc86f7,"HIVE-22247. HiveHFileOutputFormat throws FileNotFoundException when partition's task output empty. (#2609)(Ayush Saxena, reviewed by Aasha Medhi)",hbase-handler/src/java/org/apache/hadoop/hive/hbase/HiveHFileOutputFormat.java
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/pom.xml
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapConstants.java
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapRandomAccessFileAppender.java
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapRoutingAppenderPurgePolicy.java
HIVE-24569,ee4e1f3c3bdf8e644143f8039cbda55d97710461,HIVE-24569: LLAP daemon leaks file descriptors/log4j appenders (#1858) (Stamatis Zampetakis reviewed by Prasanth Jayachandran),llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapWrappedAppender.java
